"marka","sistema","baza","fajl_tdb","sha256_tdb","variant","nabor","popravki","T_C","plotnost_kg_m3","plotnost_datashit_g_sm3","otklonenie_pct","pokrytie_mass_pct","dolya_pryamyh","dolya_unasledovannyh","dolya_ocenennyh","fazy_i_obemnye_doli","fazy_bez_modeli","predupr","popravka_zadejstvovana","vne_shapki","vremya_s","pik_pamyati_MiB","otkaz","prichina","job_id"
"IN718","Ni","mc_ni 2.036","databases/converted/mc_ni_v2036_with_mobility.garcalc.tdb","1882d841a337063e0585d261c690ae7e565838234e231e21b8541a5cb0dba391","D","нет (правило смеси по элементам)","включены (умолчание)","25","8227.365","8.19","+0.46","100.00","","","","","","Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,…","","нет","4.0","194","","","2184c547de12c97c"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","20","","7.75","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","15.8","1311","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра FCC_A1: 298.15–6000.00 K.","0a9132dc373d25c5"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","25","7768.434","7.75","+0.24","100.00","3.48","91.42","5.10","BCC_B2 88.46; G_PHASE 4.31; FCC_A1 3.48; GAMMA_PRIME 2.83; BCC_DISL 0.92","","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз BCC_DISL, G_PHASE оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 5.10 %. | Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными.","да: DTCRBCC вычислена 10 раз","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","15.5","1311","","","0a9132dc373d25c5"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","20","","7.75","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","16.0","1304","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра FCC_A1: 298.15–6000.00 K.","fa87faad8c8a2628"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","25","7768.434","7.75","+0.24","100.00","3.48","91.42","5.10","BCC_B2 88.46; G_PHASE 4.31; FCC_A1 3.48; GAMMA_PRIME 2.83; BCC_DISL 0.92","","Поправки проекта ThermoGar к физической базе выключены пользователем: плотность посчитана строго по данным physical_data_v103.pdb. Не применены: DTCRBCC. У спл… | Плотность фаз BCC_DISL, G_PHASE оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 5.10 %. | Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными.","да: DTCRBCC вычислена 10 раз","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","16.1","1304","","","fa87faad8c8a2628"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","20","","7.75","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","20.1","1837","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра FCC_A1: 298.15–6000.00 K.","35264cd521cc3e10"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","25","7951.772","7.75","+2.60","100.00","3.48","20.12","76.39","H_BCC 70.35; BCC_B2 17.82; G_PHASE 4.42; FCC_A1 3.56; GAMMA_PRIME 2.90; BCC_DISL 0.94","","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз BCC_DISL, G_PHASE, H_BCC оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 76.39 %. | Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными.","да: DTCRBCC вычислена 9 раз","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","18.2","1837","","","35264cd521cc3e10"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза BCC_A2 (мартенсит приближён ферритом BCC_A2)","включены (умолчание)","20","","7.75","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","8.1","279","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","3d683bcb444c658d"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза BCC_A2 (мартенсит приближён ферритом BCC_A2)","включены (умолчание)","25","7752.549","7.75","+0.03","100.00","100.00","0.00","0.00","BCC_A2 100.00","","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,…","да: DTCRBCC вычислена 3 раз","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","5.6","279","","","3d683bcb444c658d"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","20","","7.75","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","6.4","200","да","правило смеси не дало плотности: Нет плотности элементов: C, CR, CU, FE, MN, NB, NI, SI","76640684cd7f4489"
"17-4 PH","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","25","7951.818","7.75","+2.60","100.00","","","","","","Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,…","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","5.0","200","","","76640684cd7f4489"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","20","","8.1","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","19.0","1624","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","5998b088b6632b89"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","25","","8.1","","94.90","0.00","91.93","3.82","BCC_B2 — (мол. 66.49); GAMMA_PRIME — (мол. 25.44); LAVES_PHASE — (мол. 4.26); MU_PHASE — (мол. 3.37); BCC_DISL — (мол. 0.45)","LAVES_PHASE","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз BCC_DISL, MU_PHASE оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 3.82 %. | Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","нет","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","18.5","1624","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: LAVES_PHASE","5998b088b6632b89"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","20","","8.1","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","18.6","1624","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","06f5741940dc8b86"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","25","","8.1","","94.90","0.00","91.93","3.82","BCC_B2 — (мол. 66.49); GAMMA_PRIME — (мол. 25.44); LAVES_PHASE — (мол. 4.26); MU_PHASE — (мол. 3.37); BCC_DISL — (мол. 0.45)","LAVES_PHASE","Поправки проекта ThermoGar к физической базе выключены пользователем: плотность посчитана строго по данным physical_data_v103.pdb. Не применены: DTCRBCC. У спл… | Плотность фаз BCC_DISL, MU_PHASE оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 3.82 %. | Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","нет","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","18.5","1624","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: LAVES_PHASE","06f5741940dc8b86"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","20","","8.1","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","23.0","2196","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","22f069cb5f6665b6"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","25","","8.1","","94.90","0.00","91.93","3.82","BCC_B2 — (мол. 66.49); GAMMA_PRIME — (мол. 25.44); LAVES_PHASE — (мол. 4.26); MU_PHASE — (мол. 3.37); BCC_DISL — (мол. 0.45)","LAVES_PHASE","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз BCC_DISL, MU_PHASE оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 3.82 %. | Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","нет","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","21.4","2196","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: LAVES_PHASE","22f069cb5f6665b6"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза BCC_A2 (мартенсит приближён ферритом BCC_A2)","включены (умолчание)","20","","8.1","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","8.4","292","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","9bf402dd87058cdc"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза BCC_A2 (мартенсит приближён ферритом BCC_A2)","включены (умолчание)","25","8194.429","8.1","+1.17","100.00","100.00","0.00","0.00","BCC_A2 100.00","","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,…","нет","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","5.7","292","","","9bf402dd87058cdc"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","20","","8.1","","","","","","","","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","6.3","200","да","правило смеси не дало плотности: Нет плотности элементов: AL, C, CO, FE, MN, MO, NI, SI, TI","bd9ee306d3f308af"
"18Ni300","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","25","8395.410","8.1","+3.65","100.00","","","","","","Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности. | Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,…","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","4.8","200","","","bd9ee306d3f308af"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","20","","7.9","","","","","","","","","","нет","11.9","1141","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","847bcae5d13eb116"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","25","","7.9","","99.50","0.75","92.91","5.77","BCC_B2 — (мол. 74.07); GAMMA_PRIME — (мол. 18.84); SIGMA — (мол. 5.77); FCC_A1 — (мол. 0.75); BCC_DISL — (мол. 0.57)","BCC_DISL","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз SIGMA оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 5.77 %. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Объём фазы BCC_DISL не оценён: в физической базе нет плотности элемента N. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","да: DTCRBCC вычислена 8 раз","нет","11.9","1141","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: BCC_DISL","847bcae5d13eb116"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","20","","7.9","","","","","","","","","","нет","11.9","1140","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","70a1330a8ffc423e"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","25","","7.9","","99.50","0.75","92.91","5.77","BCC_B2 — (мол. 74.07); GAMMA_PRIME — (мол. 18.84); SIGMA — (мол. 5.77); FCC_A1 — (мол. 0.75); BCC_DISL — (мол. 0.57)","BCC_DISL","Поправки проекта ThermoGar к физической базе выключены пользователем: плотность посчитана строго по данным physical_data_v103.pdb. Не применены: DTCRBCC. У спл… | Плотность фаз SIGMA оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 5.77 %. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Объём фазы BCC_DISL не оценён: в физической базе нет плотности элемента N. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","да: DTCRBCC вычислена 8 раз","нет","11.5","1140","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: BCC_DISL","70a1330a8ffc423e"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","20","","7.9","","","","","","","","","","нет","14.4","1379","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","0da1fa030deb9728"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","25","","7.9","","99.50","0.75","37.01","61.66","H_BCC — (мол. 55.90); GAMMA_PRIME — (мол. 18.85); BCC_B2 — (мол. 18.17); SIGMA — (мол. 5.77); FCC_A1 — (мол. 0.75); BCC_DISL — (мол. 0.57)","BCC_DISL","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз H_BCC, SIGMA оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 61.66 %. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Объём фазы BCC_DISL не оценён: в физической базе нет плотности элемента N. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","да: DTCRBCC вычислена 7 раз","нет","12.7","1379","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: BCC_DISL","0da1fa030deb9728"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза FCC_A1","включены (умолчание)","20","","7.9","","","","","","","","","","нет","7.2","245","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра FCC_A1: 298.15–6000.00 K.","416723a62359b964"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза FCC_A1","включены (умолчание)","25","8047.552","7.9","+1.87","100.00","100.00","0.00","0.00","FCC_A1 100.00","","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,…","да: DTCRBCC вычислена 5 раз","нет","5.4","245","","","416723a62359b964"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","20","","7.9","","","","","","","","","","нет","6.4","199","да","правило смеси не дало плотности: Нет плотности элементов: C, CR, FE, MO, N, NI","60b400d7e8948e08"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","25","","7.9","","","","","","","","","","нет","4.9","199","да","правило смеси не дало плотности: Нет плотности элементов: N; Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности.","60b400d7e8948e08"
"Copper","Cu","","","","","","","","","8.9","","","","","","","","","","","","","не считается","нет Cu-базы",""
"CuCrZr","Cu","","","","","","","","","8.91","","","","","","","","","","","","","не считается","нет Cu-базы",""
"Ti6Al4V","Ti","","","","","","","","","4.43","","","","","","","","","","","","","не считается","нет Ti-базы",""
"IN738","Ni","","","","","","","","","8.11","","","","","","","","","","","","","не считается","в mc_ni нет Ta: 1,75 % Ta без замены не считается",""
