T, °C;доля твёрдого;точка посчитана;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено FCC_A1;накоплено MNS_Q;накоплено SIGMA;накоплено TI4C2S2;накоплено TIS
1349,01220703125;0,7601707636160916;True;0,005598559566018273;0,0009464024391191919;0,29116811177667273;0,004282577649008461;0,009104543719644198;0,10170149048048212;0,0010162002963756526;0,5789152479127738;0,0015499300569619932;0,0032891633189828296;0,0024277727839607716;0,7601707636160916;0,0;0,0;0,0;0,0
1348,51220703125;0,7652035118030186;True;0,005596868155040529;0,0009654171596121205;0,291479081483868;0,004265639622940154;0,009171878471062935;0,10204751597464513;0,00103124051909458;0,5780928747039424;0,0015831520017421;0,003314480005155764;0,002451851902896267;0,7652035118030186;0,0;0,0;0,0;0,0
1348,01220703125;0,7700892695284434;True;0,005595087168253563;0,000984647186804036;0,291786777375959;0,004248821039917579;0,009239026155403033;0,10239149850515912;0,0010463803772511621;0,5772751400943968;0,001616794996455134;0,003339868504671957;0,00247595859572856;0,7700892695284434;0,0;0,0;0,0;0,0
1347,51220703125;0,7748333578086697;True;0,0055932179414283295;0,0010040923913873974;0,29209123534569914;0,0042321214186000645;0,009305984541168277;0,10273344449844513;0,0010616192297559508;0,5764620062610897;0,0016508595744058271;0,003365326976625573;0,00250009182139478;0,7748333578086697;0,0;0,0;0,0;0,0
1347,01220703125;0,7794408709198797;True;0,005591261795479694;0,0010237526211599316;0,29239249078344687;0,004215540268350528;0,009372751463641842;0,10307336047649747;0,0010769564326930019;0,5756534357823533;0,001685346225140427;0,0033908535949328795;0,002524250556304133;0,7794408709198797;0,0;0,0;0,0;0,0
1346,51220703125;0,7839166873541751;True;0,005589220027527071;0,0010436277023933168;0,2926905785957392;0,0041990770896517095;0,009439324823542298;0,10341125305726591;0,0010923913395078542;0,5748493916272839;0,0017202553944607466;0,0034164465486312893;0,0025484337939968554;0,7839166873541751;0,0;0,0;0,0;0,0
1346,01220703125;0,7882654803573699;True;0,005587093920701603;0,0010637174393261012;0,2929855332029597;0,004182731374550903;0,009505702585817542;0,10374712894881166;0,0011079233012237114;0,5740498371546247;0,0017555874854010352;0,003442104041437348;0,002572640545145962;0,7882654803573699;0,0;0,0;0,0;0,0
1345,51220703125;0,7924917277161667;True;0,0055848847413217705;0,0010840216149962864;0,2932773885506288;0,004166502607005302;0,009571882778855213;0,1040809949460504;0,00112355166670239;0,5732547361066221;0,0017913428586761617;0,0034678242917859864;0,0025968698373555156;0,7924917277161667;0,0;0,0;0,0;0,0
1345,01220703125;0,7965997211457265;True;0,005582593736561849;0,0011045399922064824;0,2935661781195189;0,004150390263329712;0,009637863492965804;0,10441285792804533;0,0011392757827549025;0,5724640526032877;0,001827521833283661;0,0034936055329181297;0,0026211207151274917;0,7965997211457265;0,0;0,0;0,0;0,0
1344,51220703125;0,8005935750940449;True;0,005580222134404942;0,0011252723125840663;0,29385193493477946;0,0041343938126097955;0,009703642879882549;0,1047427248572079;0,0011550949943361362;0,5716777511348079;0,0018641246870912706;0,003519446012805503;0,002645392239490453;0,8005935750940449;0,0;0,0;0,0;0,0
1344,01220703125;0,8044772351852969;True;0,005577771151374933;0,0011462182980940113;0,29413469156466077;0,004118512716962706;0,009769219151086047;0,10507060277128599;0,0011710086448728525;0,5708957965623375;0,0019011516576282307;0,0035453439937648532;0,0026696834879320675;0,8044772351852969;0,0;0,0;0,0;0,0
