T, °C;доля твёрдого;точка посчитана;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено FCC_A1;накоплено MNS_Q;накоплено SIGMA;накоплено TIS
1354,222167968749;0,7476615990706565;True;0,005631582405582784;0,0009031193050237272;0,29226636443863424;0,004349901303823857;0,0035939825068553215;0,10096052759533777;0,0009819956426942544;0,5842449784070636;0,001473402069079179;0,003223808466516802;0,002370337859388461;0,7476615990706565;0,0;0,0;0,0
1353,8055013020826;0,7523981763860963;True;0,005630720870588358;0,0009193321237724336;0,2925786800984175;0,0043351010105824594;0,003618087642147484;0,1012697079124835;0,0009949887742683006;0,583514628256518;0,0015015879371655081;0,0032458302042254646;0,002391335169831272;0,7523981763860963;0,0;0,0;0,0
1353,3888346354156;0,7570102437627234;True;0,005629784658758342;0,0009357071619198513;0,2928883426351571;0,004320391997776935;0,0036421338211020814;0,10157724940292148;0,0010080576647452982;0,5827879833349822;0,0015300887860695339;0,003267910192230988;0,0024123503443363174;0,7570102437627234;0,0;0,0;0,0
1352,972167968749;0,7615018631829003;True;0,005628774736061458;0,0009522442536466368;0,29319537695914133;0,004305773959229736;0,0036661203680121725;0,1018831566799928;0,0010212018318280407;0,5820650166995083;0,0015589048022272285;0,0032900471054623692;0,002433382604890148;0,7615018631829003;0,0;0,0;0,0
1352,5555013020821;0,7658769406534143;True;0,005627692059632902;0,0009689432197043107;0,2934998076899584;0,004291246581818371;0,0036900466257161887;0,10218743443342776;0,0010344207918709456;0,5813457016377723;0,0015880361445888092;0,00331223962956362;0,0024544311859465407;0,7658769406534143;0,0;0,0;0,0
1352,1388346354156;0,7701392330360678;True;0,005626537570021807;0,000985803867180547;0,29380165916716156;0,0042768095457218925;0,003713911955441752;0,10249008743150996;0,0010477140600367236;0,5806300116625722;0,0016174829450780952;0,003334486461192942;0,002475495334082508;0,7701392330360678;0,0;0,0;0,0
1351,7221679687486;0,7742923545590437;True;0,0056253121947188395;0,0010028259903951267;0,2941009554500764;0,004262462524742969;0,003737715736429548;0,10279112051713493;0,0010610811502746115;0,5799179205115164;0,0016472453089544574;0,0033567863077512403;0,0024965743080055513;0,7742923545590437;0,0;0,0;0,0
1351,3055013020821;0,7783397829958981;True;0,005624016860046101;0,0010200093703411081;0,29439772031258865;0,004248205186540992;0,0037614573658209956;0,10309053859833942;0,0010745215756450953;0,5792094021497067;0,0016773233153249546;0,003379137886969931;0,0025176673786758215;0,7783397829958981;0,0;0,0;0,0
1350,8888346354152;0,7822848655528355;True;0,005622652469249143;0,0010373537757462062;0,29469197726514346;0,004234037192883534;0,0037851362580933016;0,10338834665815473;0,001088034848308908;0,5785044307586692;0,0017077170173714167;0,00340153992757031;0,0025387738288099758;0,7822848655528355;0,0;0,0;0,0
1350,4721679687486;0,7861308244601021;True;0,005621219920877044;0,0010548589626469573;0,29498374954289475;0,004219958199864075;0,0038087518450755087;0,1036845497427424;0,0011016204796922592;0,5778029807415962;0,0017384264428377833;0,0034239911688143223;0,002559892952958416;0,7861308244601021;0,0;0,0;0,0
1350,0555013020817;0,7898807623022274;True;0,005619720103345355;0,0010725246750073714;0,29527306011430815;0,004205967858259669;0,0038323035754988456;0,10397915296195773;0,0011152779805897453;0,5771050267189634;0,001769451594439761;0,0034464903601822065;0,002581024057447894;0,7898807623022274;0,0;0,0;0,0
1349,6388346354152;0,7935376671027606;True;0,005618153893632874;0,0010903506449287692;0,2955599316850003;0,004192065813689105;0,003855790914790823;0,10427216148787607;0,0011290068612907183;0,5764105435266023;0,0018007924502035032;0,00346903626175923;0,0026021664602263513;0,7935376671027606;0,0;0,0;0,0
1349,2221679687482;0,7971044171764785;True;0,0056165221593421286;0,0011083365922622999;0,29584438669949864;0,004178251706819854;0,003879213344695803;0,10456358055270633;0,0011428066317234196;0,5757195062141129;0,0018324489640056184;0,003491627644114559;0,002623319490718525;0,7971044171764785;0,0;0,0;0,0
1348,8055013020817;0,8005837856823426;True;0,005614825755313828;0,0011264822259905794;0,29612644734843874;0,004164525173630743;0,003902570363115382;0,10485341544623691;0,0011566768014172793;0,5750318900419701;0,0018644210657831994;0,003514263288359395;0,002644482489744042;0,8005837856823426;0,0;0,0;0,0
1348,3888346354147;0,8039784450706957;True;0,005613065529387195;0,001144787243778792;0,29640613556751;0,00415088584574399;0,003925861483832596;0,10514167151226074;0,0011706168797804505;0,5743476704807334;0,0018967086619539747;0,003536941985652401;0,002665654809366417;0,8039784450706957;0,0;0,0;0,0
1347,9721679687482;0,8072909712398579;True;0,0056112423159240706;0,0011632513326818932;0,29668347304291814;0,00413733335035363;0,003949086236146517;0,10542835414949922;0,0011846263761483274;0,5736668232096841;0,001929311636049805;0,003559662537760164;0,0026868358128341488;0,8072909712398579;0,0;0,0;0,0
1347,5555013020812;0,8105238475215399;True;0,005609356944114557;0,0011818741683152778;0,29695848121423746;0,004123867310774434;0,003972244164686586;0,10571346880594003;0,0011987047998298095;0,5729893241125493;0,001962229848740387;0,0035824237564990565;0,002708024874313087;0,8105238475215399;0,0;0,0;0,0
1347,1388346354147;0,8136794685369085;True;0,005607410230700604;0,0012006554159560729;0,2972311812764261;0,004110487346294731;0,003995334829295901;0,10599702097986094;0,0012128516603025744;0,5723151492792418;0,0019954631386766143;0,003605224464034171;0,0027292213792106013;0,8136794685369085;0,0;0,0;0,0
1346,7221679687477;0,8167601437456351;True;0,005605402980339192;0,0012195947303075883;0,2975015941873821;0,004097193072683398;0,004018357804494185;0,10627901621918648;0,00122706646724166;0,5716442749994286;0,002029011322491968;0,0036280634929461747;0,002750424723498535;0,8167601437456351;0,0;0,0;0,0
1346,3055013020812;0,8197681009545446;True;0,005603335991337982;0,0012386917567952895;0,2977697406665176;0,004083984102301697;0,004041312679245541;0,1065594601144431;0,0012413487304991377;0,5709766777640422;0,0020628741952280643;0,003650939685752607;0,0027716343138367103;0,8197681009545446;0,0;0,0;0,0
1345,8888346354142;0,8227054896428136;True;0,0056012100539965005;0,0012579461307425147;0,2980356411946964;0,0040708600441349664;0,004064199057003656;0,10683835830028103;0,0012556979604893875;0,5703123342651237;0,00209705153096028;0,0036738518950778006;0,002792849567493715;0,8227054896428136;0,0;0,0;0,0
1345,4721679687477;0,8255743840933221;True;0,0055990259395878855;0,0012773574772249009;0,2982993160324123;0,00405782050405206;0,004087016555285497;0,10711571645664633;0,0012701136680673272;0,5696512213871096;0,002131543083185615;0,003696798984107003;0,00281406991232164;0,8255743840933221;0,0;0,0;0,0
1345,0555013020808;0,8283767863929785;True;0,005596784422522681;0,0012969254125750238;0,2985607852014335;0,004044865085155164;0,004109764805277362;0,10739154029856636;0,0012845953645988766;0,5689933162132572;0,0021663485848140897;0,0037197798255312144;0,0028352947862687774;0,8283767863929785;0,0;0,0;0,0
1344,6388346354142;0,8311146293439085;True;0,005594486264413072;0,0013166495438347967;0,29882006849997866;0,004031993387698051;0,004132443451743349;0,10766583558075432;0,0012991425621306067;0,5683385960204406;0,0022014677489676227;0,0037427933022153265;0,0028565236378238256;0,8311146293439085;0,0;0,0;0,0
1344,2221679687473;0,8337897791900862;True;0,005592132210607759;0,00133652946944552;0,299077185510264;0,004019205009386286;0,004155052152826011;0,10793860809702985;0,0013137547734526952;0,5676870382749885;0,002236900269308847;0,0037658383073854978;0,002877755925305021;0,8337897791900862;0,0;0,0;0,0
1343,8055013020808;0,8364040382525925;True;0,00558972301053751;0,0013565647782232883;0,2993321555855426;0,004006499545586212;0,004177590579689715;0,10820986367175105;0,0013284315121455887;0,5670386206355883;0,002272645820085111;0,0037889137436465394;0,00289899111720401;0,8364040382525925;0,0;0,0;0,0
1343,3888346354138;0,8389591474292187;True;0,00558725939433956;0,0013767550508270417;0,2995849978700243;0,0039938765893107004;0,004200058416491044;0,10847960816620358;0,0013431722927376764;0,5663933209472998;0,0023087040569305098;0,0038120185240442545;0,0029202286917915043;0,8389591474292187;0,0;0,0;0,0
1342,9721679687473;0,8414567886058016;True;0,005584742084394276;0,0013970998604594762;0,29983573129194546;0,003981335731582561;0,004222455359755723;0,10874784747280149;0,0013579766306380657;0,5657511172428927;0,0023450746169759768;0,003835151571388521;0,0029414681371659193;0,8414567886058016;0,0;0,0;0,0
1342,5555013020803;0,8438985869615876;True;0,005582171797105548;0,0014175987713304422;0,3000843745676938;0,0039688765613663385;0,004244781118524051;0,10901458751283803;0,001372844042390817;0,5651119877401112;0,0023817571194301584;0,0038583118182913866;0,0029627089509182544;0,8438985869615876;0,0;0,0;0,0
1342,1388346354138;0,8462861131297286;True;0,00557954923854436;0,0014382513397885525;0,3003309462062567;0,003956498665949416;0,004267035414055948;0,10927983423726349;0,001387774045556731;0,5644759108392003;0,002418751165626336;0,00388149820740645;0,002983950640351956;0,8462861131297286;0,0;0,0;0,0
1341,7221679687468;0,8486208853507688;True;0,005576875110969881;0,0014590571145405436;0,3005754645052657;0,0039442016308304;0,0042892179794939925;0,10954359362209773;0,001402766158948279;0,5638428651251277;0,0024560563399240185;0,0039047096906649785;0,0030051927221366698;0,8486208853507688;0,0;0,0;0,0
